"236117_0_1_25293_60025-UNITS","236117_0_1_25293_60027-UNITS","236117_0_1_25293_60039-UNITS","236117_0_1_28000_58454-UNITS","236117_0_1_49900_27268-UNITS","236117_0_2_25293_60037-UNITS","236117_0_2_28000_24610-UNITS","236117_7_1_42365_22800-UNITS","236117_7_1_42365_22820-UNITS","236117_7_1_42365_22840-UNITS","236117_7_1_42365_26400-UNITS","236117_7_1_42365_26410-UNITS","236117_7_1_42365_26420-UNITS","236117_7_1_42365_26440-UNITS","236117_88_6_99998_59442-UNITS","236117_88_6_99998_59443-UNITS","236117_88_6_99998_59444-UNITS","236117_88_6_99998_59461-UNITS","236117_88_6_99998_59486-UNITS","236117_88_6_99998_59492-UNITS","236117_88_6_99998_59494-UNITS","236117_88_6_99998_59504-UNITS","236117_88_6_99998_59509-UNITS","236117_88_6_99998_59518-UNITS","236117_88_6_99998_59519-UNITS","236117_88_6_99998_59520-UNITS","236117_88_6_99998_59525-UNITS","236117_88_6_99998_59546-UNITS","236117_88_6_99998_59547-UNITS","236117_88_6_99998_59548-UNITS","236117_88_6_99998_59549-UNITS","236117_88_6_99998_59597-UNITS","236117_88_6_99998_59601-UNITS","236117_88_6_99998_59649-UNITS","236117_88_6_99998_59651-UNITS","236117_88_6_99998_59689-UNITS","236117_0_1_25293_60025-PR","236117_0_1_25293_60027-PR","236117_0_1_25293_60039-PR","236117_0_1_28000_58454-PR","236117_0_1_49900_27268-PR","236117_0_2_25293_60037-PR","236117_0_2_28000_24610-PR","236117_7_1_42365_22800-PR","236117_7_1_42365_22820-PR","236117_7_1_42365_22840-PR","236117_7_1_42365_26400-PR","236117_7_1_42365_26410-PR","236117_7_1_42365_26420-PR","236117_7_1_42365_26440-PR","236117_88_6_99998_59442-PR","236117_88_6_99998_59443-PR","236117_88_6_99998_59444-PR","236117_88_6_99998_59461-PR","236117_88_6_99998_59486-PR","236117_88_6_99998_59492-PR","236117_88_6_99998_59494-PR","236117_88_6_99998_59504-PR","236117_88_6_99998_59509-PR","236117_88_6_99998_59518-PR","236117_88_6_99998_59519-PR","236117_88_6_99998_59520-PR","236117_88_6_99998_59525-PR","236117_88_6_99998_59546-PR","236117_88_6_99998_59547-PR","236117_88_6_99998_59548-PR","236117_88_6_99998_59549-PR","236117_88_6_99998_59597-PR","236117_88_6_99998_59601-PR","236117_88_6_99998_59649-PR","236117_88_6_99998_59651-PR","236117_88_6_99998_59689-PR","236117_0_1_25293_60025-price","236117_0_1_25293_60027-price","236117_0_1_25293_60039-price","236117_0_1_28000_58454-price","236117_0_1_49900_27268-price","236117_0_2_25293_60037-price","236117_0_2_28000_24610-price","236117_7_1_42365_22800-price","236117_7_1_42365_22820-price","236117_7_1_42365_22840-price","236117_7_1_42365_26400-price","236117_7_1_42365_26410-price","236117_7_1_42365_26420-price","236117_7_1_42365_26440-price","236117_88_6_99998_59442-price","236117_88_6_99998_59443-price","236117_88_6_99998_59444-price","236117_88_6_99998_59461-price","236117_88_6_99998_59486-price","236117_88_6_99998_59492-price","236117_88_6_99998_59494-price","236117_88_6_99998_59504-price","236117_88_6_99998_59509-price","236117_88_6_99998_59518-price","236117_88_6_99998_59519-price","236117_88_6_99998_59520-price","236117_88_6_99998_59525-price","236117_88_6_99998_59546-price","236117_88_6_99998_59547-price","236117_88_6_99998_59548-price","236117_88_6_99998_59549-price","236117_88_6_99998_59597-price","236117_88_6_99998_59601-price","236117_88_6_99998_59649-price","236117_88_6_99998_59651-price","236117_88_6_99998_59689-price","236117_0_1_25293_60025-D1","236117_0_1_25293_60027-D1","236117_0_1_25293_60039-D1","236117_0_1_28000_58454-D1","236117_0_1_49900_27268-D1","236117_0_2_25293_60037-D1","236117_0_2_28000_24610-D1","236117_7_1_42365_22800-D1","236117_7_1_42365_22820-D1","236117_7_1_42365_22840-D1","236117_7_1_42365_26400-D1","236117_7_1_42365_26410-D1","236117_7_1_42365_26420-D1","236117_7_1_42365_26440-D1","236117_88_6_99998_59442-D1","236117_88_6_99998_59443-D1","236117_88_6_99998_59444-D1","236117_88_6_99998_59461-D1","236117_88_6_99998_59486-D1","236117_88_6_99998_59492-D1","236117_88_6_99998_59494-D1","236117_88_6_99998_59504-D1","236117_88_6_99998_59509-D1","236117_88_6_99998_59518-D1","236117_88_6_99998_59519-D1","236117_88_6_99998_59520-D1","236117_88_6_99998_59525-D1","236117_88_6_99998_59546-D1","236117_88_6_99998_59547-D1","236117_88_6_99998_59548-D1","236117_88_6_99998_59549-D1","236117_88_6_99998_59597-D1","236117_88_6_99998_59601-D1","236117_88_6_99998_59649-D1","236117_88_6_99998_59651-D1","236117_88_6_99998_59689-D1","236117_0_1_25293_60025-D2","236117_0_1_25293_60027-D2","236117_0_1_25293_60039-D2","236117_0_1_28000_58454-D2","236117_0_1_49900_27268-D2","236117_0_2_25293_60037-D2","236117_0_2_28000_24610-D2","236117_7_1_42365_22800-D2","236117_7_1_42365_22820-D2","236117_7_1_42365_22840-D2","236117_7_1_42365_26400-D2","236117_7_1_42365_26410-D2","236117_7_1_42365_26420-D2","236117_7_1_42365_26440-D2","236117_88_6_99998_59442-D2","236117_88_6_99998_59443-D2","236117_88_6_99998_59444-D2","236117_88_6_99998_59461-D2","236117_88_6_99998_59486-D2","236117_88_6_99998_59492-D2","236117_88_6_99998_59494-D2","236117_88_6_99998_59504-D2","236117_88_6_99998_59509-D2","236117_88_6_99998_59518-D2","236117_88_6_99998_59519-D2","236117_88_6_99998_59520-D2","236117_88_6_99998_59525-D2","236117_88_6_99998_59546-D2","236117_88_6_99998_59547-D2","236117_88_6_99998_59548-D2","236117_88_6_99998_59549-D2","236117_88_6_99998_59597-D2","236117_88_6_99998_59601-D2","236117_88_6_99998_59649-D2","236117_88_6_99998_59651-D2","236117_88_6_99998_59689-D2","236117_0_1_25293_60025-F1","236117_0_1_25293_60027-F1","236117_0_1_25293_60039-F1","236117_0_1_28000_58454-F1","236117_0_1_49900_27268-F1","236117_0_2_25293_60037-F1","236117_0_2_28000_24610-F1","236117_7_1_42365_22800-F1","236117_7_1_42365_22820-F1","236117_7_1_42365_22840-F1","236117_7_1_42365_26400-F1","236117_7_1_42365_26410-F1","236117_7_1_42365_26420-F1","236117_7_1_42365_26440-F1","236117_88_6_99998_59442-F1","236117_88_6_99998_59443-F1","236117_88_6_99998_59444-F1","236117_88_6_99998_59461-F1","236117_88_6_99998_59486-F1","236117_88_6_99998_59492-F1","236117_88_6_99998_59494-F1","236117_88_6_99998_59504-F1","236117_88_6_99998_59509-F1","236117_88_6_99998_59518-F1","236117_88_6_99998_59519-F1","236117_88_6_99998_59520-F1","236117_88_6_99998_59525-F1","236117_88_6_99998_59546-F1","236117_88_6_99998_59547-F1","236117_88_6_99998_59548-F1","236117_88_6_99998_59549-F1","236117_88_6_99998_59597-F1","236117_88_6_99998_59601-F1","236117_88_6_99998_59649-F1","236117_88_6_99998_59651-F1","236117_88_6_99998_59689-F1","236117_0_1_25293_60025-F2","236117_0_1_25293_60027-F2","236117_0_1_25293_60039-F2","236117_0_1_28000_58454-F2","236117_0_1_49900_27268-F2","236117_0_2_25293_60037-F2","236117_0_2_28000_24610-F2","236117_7_1_42365_22800-F2","236117_7_1_42365_22820-F2","236117_7_1_42365_22840-F2","236117_7_1_42365_26400-F2","236117_7_1_42365_26410-F2","236117_7_1_42365_26420-F2","236117_7_1_42365_26440-F2","236117_88_6_99998_59442-F2","236117_88_6_99998_59443-F2","236117_88_6_99998_59444-F2","236117_88_6_99998_59461-F2","236117_88_6_99998_59486-F2","236117_88_6_99998_59492-F2","236117_88_6_99998_59494-F2","236117_88_6_99998_59504-F2","236117_88_6_99998_59509-F2","236117_88_6_99998_59518-F2","236117_88_6_99998_59519-F2","236117_88_6_99998_59520-F2","236117_88_6_99998_59525-F2","236117_88_6_99998_59546-F2","236117_88_6_99998_59547-F2","236117_88_6_99998_59548-F2","236117_88_6_99998_59549-F2","236117_88_6_99998_59597-F2","236117_88_6_99998_59601-F2","236117_88_6_99998_59649-F2","236117_88_6_99998_59651-F2","236117_88_6_99998_59689-F2","236117_0_1_25293_60025-F3","236117_0_1_25293_60027-F3","236117_0_1_25293_60039-F3","236117_0_1_28000_58454-F3","236117_0_1_49900_27268-F3","236117_0_2_25293_60037-F3","236117_0_2_28000_24610-F3","236117_7_1_42365_22800-F3","236117_7_1_42365_22820-F3","236117_7_1_42365_22840-F3","236117_7_1_42365_26400-F3","236117_7_1_42365_26410-F3","236117_7_1_42365_26420-F3","236117_7_1_42365_26440-F3","236117_88_6_99998_59442-F3","236117_88_6_99998_59443-F3","236117_88_6_99998_59444-F3","236117_88_6_99998_59461-F3","236117_88_6_99998_59486-F3","236117_88_6_99998_59492-F3","236117_88_6_99998_59494-F3","236117_88_6_99998_59504-F3","236117_88_6_99998_59509-F3","236117_88_6_99998_59518-F3","236117_88_6_99998_59519-F3","236117_88_6_99998_59520-F3","236117_88_6_99998_59525-F3","236117_88_6_99998_59546-F3","236117_88_6_99998_59547-F3","236117_88_6_99998_59548-F3","236117_88_6_99998_59549-F3","236117_88_6_99998_59597-F3","236117_88_6_99998_59601-F3","236117_88_6_99998_59649-F3","236117_88_6_99998_59651-F3","236117_88_6_99998_59689-F3","236117_0_1_25293_60025-F4","236117_0_1_25293_60027-F4","236117_0_1_25293_60039-F4","236117_0_1_28000_58454-F4","236117_0_1_49900_27268-F4","236117_0_2_25293_60037-F4","236117_0_2_28000_24610-F4","236117_7_1_42365_22800-F4","236117_7_1_42365_22820-F4","236117_7_1_42365_22840-F4","236117_7_1_42365_26400-F4","236117_7_1_42365_26410-F4","236117_7_1_42365_26420-F4","236117_7_1_42365_26440-F4","236117_88_6_99998_59442-F4","236117_88_6_99998_59443-F4","236117_88_6_99998_59444-F4","236117_88_6_99998_59461-F4","236117_88_6_99998_59486-F4","236117_88_6_99998_59492-F4","236117_88_6_99998_59494-F4","236117_88_6_99998_59504-F4","236117_88_6_99998_59509-F4","236117_88_6_99998_59518-F4","236117_88_6_99998_59519-F4","236117_88_6_99998_59520-F4","236117_88_6_99998_59525-F4","236117_88_6_99998_59546-F4","236117_88_6_99998_59547-F4","236117_88_6_99998_59548-F4","236117_88_6_99998_59549-F4","236117_88_6_99998_59597-F4","236117_88_6_99998_59601-F4","236117_88_6_99998_59649-F4","236117_88_6_99998_59651-F4","236117_88_6_99998_59689-F4"
19,22.1186440677966,23.6092715231788,11.1202346041056,32,33,22,14,17,12,78,78,89,74,18,180,626,650,643,36,451,111,253,34,135,394,488,50,129,177,385,41,16,33,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.89,3.82812231308547,3.90003509262343,1.47367959313414,1.29,1.89,3.59,5.59,5.59,5.59,3.19,3.19,3.19,3.19,0.69,1.11044444444444,1.96827476038339,2.38170769230769,2.72365474339036,0.72,2.15,1.15,3.49,0.72,1.20318518518519,2.21629441624366,2.125,0.75,1.19,2.3719209039548,2.6674025974026,0.99,4.99,0.6,1.95,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,23.6092715231788,11.1202346041056,48,27,14,21,19,14,78,88,92,80,31,168,616,683,614,41,449,107,256,27,161,366,471,40,124,223,358,33,14,24,41,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.89,3.29,3.90003509262343,1.47367959313414,1.29,1.89,3.59,5.59,5.59,5.59,3.19,3.19,3.19,3.19,0.69,1.09190476190476,2.01175324675325,2.39770131771596,2.77193811074919,0.72,2.19,1.15,3.49,0.72,1.21223602484472,2.25338797814208,2.12501061571125,0.75,1.19,2.35905829596413,2.67053072625698,0.99,4.99,0.6,1.95,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,23.6092715231788,11.1202346041056,26,23,19,11,13,15,85,90,80,66,25,173,644,656,656,30,429,125,269,25,150,413,514,50,137,198,338,41,13,14,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.89,3.29,3.90003509262343,1.47367959313414,1.29,1.89,3.59,5.59,5.59,5.59,3.19,3.19,3.19,3.19,0.69,1.13878612716763,1.99714285714286,2.35204268292683,2.75254573170732,0.72,2.19,1.15,3.59,0.72,1.20506666666667,2.24399515738499,2.145,0.75,1.19,2.36959595959596,2.89458579881657,0.99,4.99,0.6,1.95,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,5,23.6092715231788,11.1202346041056,20,14,8,10,19,13,80,78,79,55,26,155,495,665,603,29,474,96,251,34,138,405,495,52,109,179,363,27,24,14,35,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,3.29,3.90003509262343,1.47367959313414,1.29,1.89,3.59,5.59,5.59,5.59,3.19,3.19,3.19,3.19,0.69,1.1078064516129,1.97888888888889,2.37135338345865,2.76640132669983,0.72,2.25,1.17,3.59,0.72,1.21449275362319,2.30886419753086,2.1450101010101,0.75,1.21,2.34027932960894,2.76617079889807,0.99,4.99,0.6,1.95,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,10,23.6092715231788,9,19,15,13,14,14,12,64,54,83,30,25,103,489,711,630,51,478,87,210,31,126,442,478,33,106,234,362,23,21,26,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,3.29,3.90003509262343,1.29,1.29,1.89,3.59,5.59,5.59,5.59,3.19,3.19,3.19,3.19,0.69,1.10592233009709,2.01474437627812,2.37514767932489,2.68077777777778,0.72,2.25,1.17,3.59,0.72,1.26809523809524,2.33669683257919,2.145,0.75,1.21,2.34641025641026,2.71279005524862,0.99,4.99,0.6,1.95,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,16,23.6092715231788,12,31,11.6378205128205,12,17,30,16,79,52,78,46,25,139,458,699,621,22,387,94,191,30,149,425,481,54,120,193,379,61,14,17,42,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,3.29,3.90003509262343,1.29,1.29,2.48667407592408,3.59,5.59,5.59,5.59,3.19,3.19,3.19,3.19,0.69,1.09604316546763,2.03847161572052,2.36573676680973,2.65816425120773,0.72,2.25,1.17,3.59,0.72,1.22610738255034,2.34807058823529,2.1450103950104,0.75,1.21,2.39880829015544,2.70435356200528,0.99,4.99,0.6,1.95,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,10,23.6092715231788,8,10,13,9,20,24,22,72,60,107,46,23,146,475,730,640,32,370,120,238,39,130,414,491,35,103,190,409,42,17,24,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,3.29,3.90003509262343,1.29,1.29,1.89,3.59,5.59,5.59,5.59,3.29,3.29,3.29,3.29,0.69,1.09383561643836,2.00368421052632,2.35882191780822,2.669796875,0.72,2.25,1.17,3.59,0.72,1.24307692307692,2.33946859903382,2.19501018329939,0.77,1.21,2.41315789473684,2.72215158924205,0.99,5.05,0.6,1.95,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,5,23.6092715231788,7,35,21,16,15,26,22,72,51,86,40,26,154,506,717,650,27,429,109,217,34,140,409,537,44,101,177,384,34,16,30,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.89,3.29,3.90003509262343,1.29,1.29,1.89,3.59,5.59,5.59,5.59,3.29,3.29,3.29,3.29,0.69,1.0874025974026,2.00462450592885,2.36033472803347,2.66227692307692,0.72,2.28,1.19,3.69,0.72,1.23228571428571,2.37907090464548,2.19500931098696,0.77,1.25,2.44084745762712,2.68640625,0.99,2.99,0.6,1.95,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16,23.6092715231788,7,20,15,29,22,36,28,62,56,94,33,31,159,494,694,649,24,420,92,230,25,192,381,574,52,128,184,391,38,25,19,42,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.89,3.29,3.90003509262343,1.29,1.29,1.89,3.59,5.59,5.59,5.59,3.29,3.29,3.29,3.29,0.69,1.08622641509434,2.0236032388664,2.27886167146974,2.67249614791988,0.72,2.28,1.19,3.69,0.72,1.22041666666667,2.39139107611549,2.195,0.77,1.25,2.45521739130435,2.7423273657289,0.99,2.99,0.6,1.95,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,30,23.6092715231788,3,34,26,29,31,33,22,71,52,92,40,28,154,483,715,638,23,385,117,214,30,168,377,485,54,134,203,318,47,18,25,38,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,3.29,3.90003509262343,1.29,1.29,1.89,3.59,5.59,5.59,5.59,3.29,3.29,3.29,3.29,0.69,1.09571428571429,1.99973084886128,2.3146993006993,2.68194357366771,0.72,2.28,1.19,3.69,0.72,1.22690476190476,2.39299734748011,2.19501030927835,0.77,1.25,2.4515763546798,2.78537735849057,0.99,5.05,0.6,1.95,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,25,23.6092715231788,6,38,28,17,16,28,27,60,59,77,41,22,161,515,679,609,24,389,135,210,39,163,455,535,51,107,195,331,43,12,13,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,3.29,3.90003509262343,1.29,1.29,1.89,3.59,5.59,5.59,5.59,3.29,3.29,3.29,3.29,0.69,1.10565217391304,1.99679611650485,2.27162002945508,2.71096880131363,0.72,2.28,1.19,3.69,0.72,1.25613496932515,2.40052747252747,2.19500934579439,0.77,1.25,2.46948717948718,2.80416918429003,0.99,5.05,0.6,1.95,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
